generation,class,fitness_mean,fitness_std,n
28,0,-115.83940467130579,6.23422883821717,6
29,-2,-108.51737508816133,2.043483460193514,3
29,-1,-105.5501364524327,1.4444601723323383,2
29,0,-114.96637733361122,7.235094685035596,6
30,-3,-102.03327731126485,0.0,1
30,-2,-108.51737508816133,2.043483460193514,3
30,-1,-105.5501364524327,1.4444601723323383,2
30,0,-114.5244390637415,7.331719142693866,6
31,-3,-102.03327731126485,0.0,1
31,-2,-108.51737508816133,2.043483460193514,3
31,-1,-105.5501364524327,1.4444601723323383,2
31,0,-113.73783561131386,7.054969853864946,7
32,-3,-102.03327731126485,0.0,1
32,-2,-108.51737508816133,2.043483460193514,3
32,-1,-105.5501364524327,1.4444601723323383,2
32,0,-113.26036983112792,6.575733803100316,7
33,-3,-102.03327731126485,0.0,1
33,-2,-108.51737508816133,2.043483460193514,3
33,-1,-105.5501364524327,1.4444601723323383,2
33,0,-112.39967731287929,7.906748102642717,6
34,-3,-102.03327731126485,0.0,1
34,-2,-108.51737508816133,2.043483460193514,3
34,-1,-105.5501364524327,1.4444601723323383,2
34,0,-111.61198346289888,7.573369762919193,6
35,-3,-103.94621390848883,2.7053008797539846,2
35,-2,-106.15776363650679,0.0,1
35,-1,-105.5501364524327,1.4444601723323383,2
35,0,-111.0657524337103,7.649293229818191,6
36,-3,-103.94621390848883,2.7053008797539846,2
36,-2,-105.88577102693493,0.0,1
36,-1,-105.08184798953273,2.106720067668331,2
36,0,-110.93673330632667,7.820928076792057,6
37,-3,-103.94621390848883,2.7053008797539846,2
37,-2,-105.88577102693493,0.0,1
37,-1,-105.08184798953273,2.106720067668331,2
37,0,-110.859099802171,7.899403691118382,6
38,-3,-103.94621390848883,2.7053008797539846,2
38,-2,-107.15007888716782,1.7880013229562604,2
38,-1,-105.08184798953273,2.106720067668331,2
38,0,-108.96366746689226,7.112235203351679,8
39,-3,-103.94621390848883,2.7053008797539846,2
39,-2,-105.88577102693493,0.0,1
39,-1,-104.89553928015087,1.8432397640722742,2
39,0,-109.82036525866208,7.79039066785502,6
40,-3,-103.94621390848883,2.7053008797539846,2
40,-2,-105.88577102693493,0.0,1
40,-1,-104.89553928015087,1.8432397640722742,2
40,0,-109.71410569260671,7.8709472255729205,6
41,-3,-103.94621390848883,2.7053008797539846,2
41,-2,-105.88577102693493,0.0,1
41,-1,-104.89553928015087,1.8432397640722742,2
41,0,-109.51404676155136,8.054653271434086,6
42,-3,-102.03327731126485,0.0,1
42,-2,-105.44399563941738,0.0,1
42,-1,-104.89553928015087,1.8432397640722742,2
42,0,-109.12115531701322,7.425973241234128,7
43,-3,-102.03327731126485,0.0,1
43,-1,-103.59217194362267,0.0,1
43,0,-108.40652436425206,7.047128695598044,8
44,-3,-102.03327731126485,0.0,1
44,-1,-102.23987595719998,1.9124353243416696,2
44,0,-108.04479115380151,6.620345648186528,9
45,-3,-102.03327731126485,0.0,1
45,-1,-103.59217194362267,0.0,1
45,0,-107.99575931370168,7.407480739380453,6
46,-3,-102.03327731126485,0.0,1
46,-1,-102.99296074931925,0.8474125977096839,2
46,0,-107.51676230152326,6.887947044042526,7
47,-3,-102.03327731126485,0.0,1
47,-2,-104.05213074443519,0.0,1
47,-1,-108.73025180167407,9.955329221762119,3
47,0,-107.48490392718496,7.76775646471364,6
48,-3,-102.03327731126485,0.0,1
48,-2,-103.89917165444338,0.0,1
48,-1,-108.6498818039197,10.018323229126123,3
48,0,-107.48490392718496,7.76775646471364,6
49,-3,-102.03327731126485,0.0,1
49,-2,-98.9527196809478,6.563272662280619,2
49,-1,-108.6498818039197,10.018323229126123,3
49,0,-107.22202035633957,7.962644250581132,6
50,-3,-102.03327731126485,0.0,1
50,-2,-98.9527196809478,6.563272662280619,2
50,-1,-108.60105006436767,9.933841588469214,3
50,0,-107.74964339034268,7.401697238685765,7
51,-3,-102.03327731126485,0.0,1
51,-2,-98.94555997300452,6.553147306204616,2
51,-1,-106.9942848488337,8.574745831502733,4
51,0,-107.37874758179196,6.838447903938902,8
52,-3,-102.03327731126485,0.0,1
52,-2,-97.40096834022732,5.3506223698318065,3
52,-1,-105.24102155781628,6.516638464855119,6
52,0,-107.48632551086872,7.40389231524783,7
53,-3,-102.03327731126485,0.0,1
53,-2,-98.41428028860693,5.8445216834438956,2
53,-1,-105.24102155781628,6.516638464855119,6
53,0,-106.42533752929235,7.141019742205386,7
54,-3,-102.03327731126485,0.0,1
54,-2,-98.41428028860693,5.8445216834438956,2
54,-1,-103.7181493012938,6.098933518896109,9
54,0,-106.52691944023326,6.298716649432964,9
55,-3,-102.03327731126485,0.0,1
55,-2,-98.55337656819187,4.937873607532795,4
55,-1,-104.62123748218441,8.50243335271611,5
55,0,-106.52691944023326,6.298716649432964,9
56,-3,-102.03327731126485,0.0,1
56,-2,-99.77608992571538,5.2884901284866475,3
56,-1,-104.0929708734071,7.785271992221079,5
56,0,-105.75118551777318,5.980300488768724,11
57,-3,-102.03327731126485,0.0,1
57,-2,-99.77608992571538,5.2884901284866475,3
57,-1,-103.8271778441723,7.941844336322733,5
57,0,-105.75118551777318,5.980300488768724,11
58,-3,-101.89856860677413,0.0,1
58,-2,-99.77608992571538,5.2884901284866475,3
58,-1,-103.12094885349875,7.311010155478648,6
58,0,-105.94040697339099,6.708148488299455,9
59,-3,-101.89856860677413,0.0,1
59,-2,-99.77608992571538,5.2884901284866475,3
59,-1,-102.6164995744462,6.806149775794654,7
59,0,-105.6847945920429,6.440590975210747,10
60,-3,-101.89856860677413,0.0,1
60,-2,-99.65533422441418,5.19692898727329,3
60,-1,-102.37484623595097,8.09323077573956,5
60,0,-105.54436802337578,6.127806029243529,11
61,-3,-101.89856860677413,0.0,1
61,-2,-99.65533422441418,5.19692898727329,3
61,-1,-99.81293706638682,5.855283062795473,4
61,0,-105.47715411234616,6.478848057909782,9
62,-3,-101.89856860677413,0.0,1
62,-2,-99.65533422441418,5.19692898727329,3
62,-1,-98.74317555099643,5.606710560404056,5
62,0,-106.10881017528202,8.107863082440938,6
63,-3,-101.70968664263017,0.0,1
63,-2,-99.65533422441418,5.19692898727329,3
63,-1,-99.98588171963256,5.866351027335032,6
63,0,-106.10881017528202,8.107863082440938,6
64,-3,-101.70968664263017,0.0,1
64,-2,-99.65533422441418,5.19692898727329,3
64,-1,-99.98588171963256,5.866351027335032,6
64,0,-106.10881017528202,8.107863082440938,6
65,-3,-101.70968664263017,0.0,1
65,-2,-99.27422916614462,5.854729704268322,3
65,-1,-99.97767822522297,5.874348741662056,6
65,0,-106.0267185865091,8.149642744280275,6
66,-3,-101.70968664263017,0.0,1
66,-2,-98.88551968055826,6.526132867875405,3
66,-1,-98.69741369498149,5.673953666524494,5
66,0,-105.1525498539581,7.790791200318195,7
67,-3,-101.70968664263017,0.0,1
67,-2,-96.68561016958974,7.51955955075508,2
67,-1,-99.08380355384458,6.511110782501863,4
67,0,-104.81560428644322,7.157544938939367,8
68,-3,-101.70968664263017,0.0,1
68,-2,-96.68561016958974,7.51955955075508,2
68,-1,-98.03579146949016,5.885371747712144,4
68,0,-104.64792852123159,6.693110233415715,9
69,-3,-101.70968664263017,0.0,1
69,-2,-96.68561016958974,7.51955955075508,2
69,-1,-98.02501432430944,5.876021954992099,4
69,0,-105.23708806449767,6.90125683723709,8
70,-3,-101.70968664263017,0.0,1
70,-2,-98.62174176100639,6.286310884495046,3
70,-1,-96.47749798492035,5.166002125832795,5
70,0,-105.04053978642146,6.474357547467599,9
71,-3,-101.70968664263017,0.0,1
71,-2,-98.62174176100639,6.286310884495046,3
71,-1,-95.6792318243122,4.77532683450412,6
71,0,-104.8918561559013,6.12184986347318,10
72,-3,-101.70968664263017,0.0,1
72,-2,-98.62174176100639,6.286310884495046,3
72,-1,-96.78885995714126,5.029928141550356,4
72,0,-104.51167535232352,5.3426754710018045,13
73,-3,-101.70968664263017,0.0,1
73,-2,-98.62174176100639,6.286310884495046,3
73,-1,-96.78885995714126,5.029928141550356,4
73,0,-104.16003185689935,4.324500617144826,18
74,-3,-101.70968664263017,0.0,1
74,-2,-98.62174176100639,6.286310884495046,3
74,-1,-95.18922952171812,4.617495894674177,6
74,0,-105.3133359501427,7.831428983931023,6
75,-3,-101.70968664263017,0.0,1
75,-2,-98.56960358953246,6.23860413376571,3
75,-1,-94.38941430400656,4.17405672605468,8
75,0,-105.25206453413746,7.849371849590019,6
76,-3,-101.70968664263017,0.0,1
76,-2,-98.56960358953246,6.23860413376571,3
76,-1,-93.72974773986824,3.668073931713138,11
76,0,-104.85950930385387,7.3220926679773415,7
77,-3,-101.70968664263017,0.0,1
77,-2,-98.56960358953246,6.23860413376571,3
77,-1,-93.58476614911854,3.533248042443875,12
77,0,-105.12714930175491,7.977780043079805,6
78,-3,-101.70968664263017,0.0,1
78,-2,-98.56960358953246,6.23860413376571,3
78,-1,-96.74995684117798,5.073538757859862,4
78,0,-104.00365018782304,7.8659538832135265,7
79,-3,-101.70968664263017,0.0,1
79,-2,-98.44063426222829,6.1352890929861985,3
79,-1,-96.66440691379692,5.149572631717539,4
79,0,-103.96869963385667,7.8694453548623695,7
80,-3,-101.70968664263017,0.0,1
80,-2,-98.44063426222829,6.1352890929861985,3
80,-1,-96.66440691379692,5.149572631717539,4
80,0,-103.86251917708832,7.292648984991968,8
81,-2,-97.0028770084424,5.1994787263503115,3
81,-1,-96.6155077694382,5.195064145555381,4
81,0,-103.71621942275934,6.438903022969045,10
82,-2,-96.20087733740587,5.327371299901358,3
82,-1,-96.6155077694382,5.195064145555381,4
82,0,-103.10277222326539,7.671558371857473,8
83,-2,-96.20087733740587,5.327371299901358,3
83,-1,-95.87905670468993,4.790962268810999,5
83,0,-102.9233499602364,7.23625257549285,8
84,-2,-96.20087733740587,5.327371299901358,3
84,-1,-95.81068157193181,4.86396690064746,5
84,0,-102.80362973692871,6.8555111788416045,9
85,-2,-94.73341748224668,5.178196538719237,3
85,-1,-95.81068157193181,4.86396690064746,5
85,0,-102.76205626649299,6.832539069537015,9
86,-2,-94.73341748224668,5.178196538719237,3
86,-1,-95.81068157193181,4.86396690064746,5
86,0,-104.32696165652497,7.022666573125286,7
87,-2,-94.67685913461075,5.252839051196053,3
87,-1,-95.80596274424775,4.86058531412672,5
87,0,-104.5325647944992,7.66985543128649,6
88,-2,-93.515528583693,4.877461770821643,4
88,-1,-95.0967149150974,4.681711927879635,6
88,0,-104.5325647944992,7.66985543128649,6
89,-2,-93.515528583693,4.877461770821643,4
89,-1,-94.78764884804016,4.351322593919262,7
89,0,-104.31841833376932,7.02447480080879,7
90,-2,-93.515528583693,4.877461770821643,4
90,-1,-94.49651991124426,4.593037708415541,6
90,0,-104.1578084882219,6.519246523316771,8
91,-2,-91.68181223594937,1.9202137194289999,4
91,-1,-94.07425123845793,4.337286760086465,7
91,0,-104.1578084882219,6.519246523316771,8
92,-2,-91.68181223594937,1.9202137194289999,4
92,-1,-95.73078585740215,4.709108934138345,5
92,0,-104.1578084882219,6.519246523316771,8
93,-2,-91.68181223594937,1.9202137194289999,4
93,-1,-95.63225131958106,4.524877452602363,5
93,0,-104.53181868468914,7.670030634015507,6
94,-2,-91.68181223594937,1.9202137194289999,4
94,-1,-95.63225131958106,4.524877452602363,5
94,0,-104.35955112870654,7.859432981987115,6
95,-2,-91.68181223594937,1.9202137194289999,4
95,-1,-95.63225131958106,4.524877452602363,5
95,0,-103.48607844243006,7.535997084288347,7
96,-2,-92.23188738056417,1.9275204555526984,3
96,-1,-95.76948097658745,4.061108794581593,6
96,0,-103.41452209532096,7.54258728561137,7
97,-2,-92.12534365407345,2.1101436807437257,3
97,-1,-95.69271317064556,4.1815545486403085,6
97,0,-103.35333636654079,7.5127717759629355,7
98,-2,-92.12534365407345,2.1101436807437257,3
98,-1,-94.89550896522015,4.361181856494234,7
98,0,-103.33013972023237,7.458567188946316,7
99,-2,-90.6247692766364,2.1143836902933715,3
99,-1,-94.6244961716091,4.7214278595709755,6
99,0,-103.33013972023237,7.458567188946316,7
100,-2,-90.49782294736305,2.20604567385938,3
100,-1,-93.97475209630751,4.63203279952898,7
100,0,-103.33013972023237,7.458567188946316,7
101,-2,-90.49782294736305,2.20604567385938,3
101,-1,-93.49194355085253,4.500606249052578,8
101,0,-103.91929879275379,7.155418267645438,7
102,-2,-90.49782294736305,2.20604567385938,3
102,-1,-93.09165126284722,4.3375694537392055,9
102,0,-103.91929879275379,7.155418267645438,7
103,-2,-90.01575075855389,1.37260555956593,3
103,-1,-92.24514340674737,3.940534868864213,12
103,0,-103.7402732336401,6.643183789097223,8
104,-2,-90.01575075855389,1.37260555956593,3
104,-1,-95.10597718109062,5.027471177114005,5
104,0,-103.60012939185928,6.228920632160447,9
105,-2,-89.76359091499648,1.6201472279454054,3
105,-1,-95.10597718109062,5.027471177114005,5
105,0,-104.15017763693929,7.809607813993254,6
106,-2,-89.76359091499648,1.6201472279454054,3
106,-1,-95.27965361248084,4.505447414247715,6
106,0,-103.91206132791491,7.156945867012743,7
107,-2,-89.631340939327,1.6878894869840007,3
107,-1,-95.20494706875246,4.582597716682197,6
107,0,-103.59457291588242,6.2300322024751065,9
108,-2,-89.42110332952768,1.3295067057121592,3
108,-1,-95.20494706875246,4.582597716682197,6
108,0,-104.1442864276017,7.8123521355216266,6
109,-2,-89.42073683093584,1.32992751077106,3
109,-1,-95.0941621928756,4.5746639917884595,6
109,0,-104.01878176102764,7.857658007929981,6
110,-2,-89.42073683093584,1.32992751077106,3
110,-1,-94.8361109916776,5.067469443506578,5
110,0,-103.61325479264129,7.192098755662921,7
111,-2,-89.42073683093584,1.32992751077106,3
111,-1,-94.81436708976551,5.087792564170004,5
111,0,-103.60426702597792,7.192947578582968,7
112,-2,-89.42073683093584,1.32992751077106,3
112,-1,-94.81436708976551,5.087792564170004,5
112,0,-103.32251458452603,6.74105776479763,8
113,-2,-89.42073683093584,1.32992751077106,3
113,-1,-94.6000134975336,5.09582428606089,5
113,0,-103.62965633953337,7.953199455971134,6
114,-2,-88.30861578191326,2.979300425553934,3
114,-1,-94.6000134975336,5.09582428606089,5
114,0,-103.62965633953337,7.953199455971134,6
115,-2,-87.96824422441489,3.54043703151071,3
115,-1,-94.59976990176021,5.096129967614411,5
115,0,-103.62965633953337,7.953199455971134,6
116,-2,-87.96824422441489,3.54043703151071,3
116,-1,-94.45616306386304,5.126624406231056,5
116,0,-103.62965633953337,7.953199455971134,6
117,-2,-88.20974990967966,2.93082972895431,4
117,-1,-93.627376363882,5.014693072007895,6
117,0,-103.62965633953337,7.953199455971134,6
118,-2,-87.9169199862849,3.520490841168026,3
118,-1,-93.03538586389553,4.838297714061168,7
118,0,-103.27413156533834,7.895291615568413,6
119,-2,-87.9169199862849,3.520490841168026,3
119,-1,-92.62067149592934,4.3806365829462335,10
119,0,-102.97276661266407,7.251351868579856,7
120,-2,-87.9169199862849,3.520490841168026,3
120,-1,-94.7102972601781,4.630525023491817,6
120,0,-102.30241904855266,6.976052009835463,8
121,-2,-87.9169199862849,3.520490841168026,3
121,-1,-94.5824079604568,4.6993727075965985,6
121,0,-102.2332082232924,7.048097545597792,8
122,-2,-87.9169199862849,3.520490841168026,3
122,-1,-94.30405916113064,4.225977746157828,8
122,0,-102.79427271166901,7.428206587806699,7
123,-2,-87.63056004279213,3.1710143119999716,3
123,-1,-93.50371205084771,4.781802217223897,9
123,0,-103.06089792880347,8.100589417552643,6
124,-2,-87.56690183733569,3.279059088608759,3
124,-1,-93.37955149885921,4.526595372536081,9
124,0,-103.03132834094656,8.10933992939856,6
125,-2,-87.62885749670275,2.5210454888907137,4
125,-1,-93.37955149885921,4.526595372536081,9
125,0,-101.91676532925929,7.958231942248428,7
126,-2,-87.19163481199264,2.588232824878625,6
126,-1,-93.94041579630411,5.091381587181882,7
126,0,-101.7913747028061,7.379465344415788,8
127,-2,-87.41858616043427,2.4378281382682188,7
127,-1,-91.85712433770676,6.18927598771961,6
127,0,-101.23242807487406,7.615753726446192,8
128,-2,-86.09966824095717,2.6653429148074252,4
128,-1,-91.745120600063,5.985050646365412,6
128,0,-101.87155899324071,8.018602210875974,7
129,-2,-86.09435369104384,2.661399676667569,4
129,-1,-92.9046218812797,5.8969007210148465,5
129,0,-101.19797082843296,7.663009792403938,8
130,-2,-86.09435369104384,2.661399676667569,4
130,-1,-92.9046218812797,5.8969007210148465,5
130,0,-101.0768166643009,7.630291174423249,8
131,-2,-86.4407869953424,3.3685016012369355,3
131,-1,-90.95216411832392,4.577187132271536,4
131,0,-101.72392716975207,8.774646286418184,6
132,-2,-86.4407869953424,3.3685016012369355,3
132,-1,-90.83926850073838,4.594745050225768,4
132,0,-101.6038311155842,8.0175078626814,7
133,-2,-86.44000434911614,3.3681088314985654,3
133,-1,-91.75740043230361,4.654802740426899,5
133,0,-101.72167539000058,8.776096918883214,6
134,-2,-86.43328063575564,3.3647551577434425,3
134,-1,-91.75740043230361,4.654802740426899,5
134,0,-101.72167539000058,8.776096918883214,6
135,-2,-86.43325215199862,3.364741029159849,3
135,-1,-91.75740043230361,4.654802740426899,5
135,0,-101.72167539000058,8.776096918883214,6
136,-2,-86.43325215199862,3.364741029159849,3
136,-1,-91.75740043230361,4.654802740426899,5
136,0,-99.90867145061699,8.141489723890023,8
137,-2,-86.43325215199862,3.364741029159849,3
137,-1,-91.35946369747975,4.718086635782325,5
137,0,-101.67667802811481,8.821292280100176,6
138,-2,-86.43325215199862,3.364741029159849,3
138,-1,-91.35946369747975,4.718086635782325,5
138,0,-101.67667802811481,8.821292280100176,6
139,-2,-86.43325215199862,3.364741029159849,3
139,-1,-91.35946369747975,4.718086635782325,5
139,0,-101.67667802811481,8.821292280100176,6
140,-2,-86.43325215199862,3.364741029159849,3
140,-1,-91.34576654936878,4.728598680766599,5
140,0,-101.67667802811481,8.821292280100176,6
141,-2,-86.43325215199862,3.364741029159849,3
141,-1,-89.57070830883625,4.908803956284943,7
141,0,-101.67667802811481,8.821292280100176,6
142,-2,-86.0796508309456,3.2428844382288404,3
142,-1,-88.22222967862656,4.532725395202539,10
142,0,-101.6750897186713,8.82146395796554,6
143,-2,-86.0796508309456,3.2428844382288404,3
143,-1,-87.70064557497737,4.27153964328724,12
143,0,-101.44741938330327,7.40138632401843,8
144,-2,-86.0796508309456,3.2428844382288404,3
144,-1,-86.99436568897407,3.8196322310696367,16
144,0,-101.44741938330327,7.40138632401843,8
145,-2,-86.0796508309456,3.2428844382288404,3
145,-1,-89.80077337049786,4.725496852169486,4
145,0,-101.43691257479676,7.413215699144515,8
146,-2,-85.63054826728865,3.2519441531145836,3
146,-1,-90.94997672253926,4.982278081565979,5
146,0,-101.32166749452719,6.543069285546026,10
147,-2,-85.63054826728865,3.2519441531145836,3
147,-1,-90.03154190874054,5.222667695192987,8
147,0,-101.21894689411971,5.669825347752386,13
148,-2,-85.50735431579403,2.6666084918344324,4
148,-1,-89.45323874162649,5.183515893999967,9
148,0,-101.11081994632234,4.632280043176669,19
149,-2,-85.50464402272443,2.661739863481664,4
149,-1,-89.73497720864778,5.0344687496268286,12
149,0,-101.04774589344053,3.932048260317555,26
150,-2,-85.50464402272443,2.661739863481664,4
150,-1,-89.73497720864778,5.0344687496268286,12
150,0,-101.43657733989063,8.390126910596248,6
151,-2,-85.50464402272443,2.661739863481664,4
151,-1,-89.80794055239085,5.119103978724626,14
151,0,-101.43657733989063,8.390126910596248,6
152,-2,-85.5030197556882,2.664060942236642,4
152,-1,-92.38923426451697,4.427350586944858,11
152,0,-100.38119254242852,8.144836352406124,7
153,-2,-85.5030197556882,2.664060942236642,4
153,-1,-89.71182750408926,4.62368556826279,8
153,0,-100.38119254242852,8.144836352406124,7
154,-2,-85.5030197556882,2.664060942236642,4
154,-1,-89.86937255573149,4.303131182119925,12
154,0,-99.72256119475111,7.3626790320114655,9
155,-2,-85.44315309109493,2.750920820803459,4
155,-1,-89.47524598525082,4.358121682856831,13
155,0,-99.72256119475111,7.3626790320114655,9
156,-2,-85.382076965138,2.386278585487667,5
156,-1,-89.13742321055308,4.373779430301359,14
156,0,-101.30754238196752,7.687331989523555,7
157,-2,-85.45786897390478,3.379096235800552,3
157,-1,-89.32510298390906,4.7943153477078875,12
157,0,-101.30754238196752,7.687331989523555,7
158,-2,-83.64184562170526,1.7461207997155683,2
158,-1,-88.46175099626706,5.2311857002238495,10
158,0,-101.29261594861698,7.651695768738127,7
159,-2,-83.23028100228868,1.4257016628545462,3
159,-1,-90.93808710497392,5.555252880151168,6
159,0,-101.22284371578235,7.086841992982837,8
160,-2,-83.23028100228868,1.4257016628545462,3
160,-1,-89.3884774198771,5.502403851819651,8
160,0,-99.84681117888296,6.610117029636364,11
161,-2,-83.3949068500553,1.3525393555529546,5
161,-1,-88.87062670972607,5.376008514543886,9
161,0,-98.89551880421281,7.591797012062372,9
162,-2,-83.81823045859808,1.3199432557498902,7
162,-1,-88.87062670972607,5.376008514543886,9
162,0,-98.89551880421281,7.591797012062372,9
163,-2,-83.81823045859808,1.3199432557498902,7
163,-1,-90.9354653692091,5.558195827516241,6
163,0,-98.359404928145,6.3652205714336905,13
164,-2,-84.05341024112185,1.2346938582497566,9
164,-1,-90.76080206705136,5.803055838863128,6
164,0,-101.09443652746066,6.817365352725163,8
165,-2,-83.58045086401367,1.796699292257293,2
165,-1,-89.39604028095634,5.5842764311718085,8
165,0,-100.99342932875102,5.706439909938335,11
166,-2,-84.00393694844975,1.466998829083347,3
166,-1,-89.56304817468768,6.0860398616371745,7
166,0,-101.20541272486543,8.062854603851168,6
167,-2,-84.00393694844975,1.466998829083347,3
167,-1,-89.36665681308818,6.208095355115864,7
167,0,-101.20541272486543,8.062854603851168,6
168,-2,-82.50863560497588,0.2809236165676016,2
168,-1,-88.32777512559063,5.7998340452505515,6
168,0,-101.19998353666767,8.064321041815393,6
169,-2,-82.50863560497588,0.2809236165676016,2
169,-1,-89.3918288243917,5.996432359708978,7
169,0,-101.1768107948122,8.088805715970537,6
170,-2,-82.50863560497588,0.22937317242929822,4
170,-1,-88.86892362539322,5.750657010027443,8
170,0,-101.10087632607504,7.386768163213292,7
171,-2,-82.56233926447344,0.2510422918417947,3
171,-1,-88.86892362539322,5.750657010027443,8
171,0,-101.16943543570721,8.091867712837862,6
172,-2,-82.58160208527482,0.2513530279428985,4
172,-1,-84.55077617597681,0.8248062081477956,6
172,0,-101.16943543570721,8.091867712837862,6
173,-2,-82.60673738806912,0.22481698273229042,5
173,-1,-83.99396563029846,0.4510837153541737,5
173,0,-97.2551602731843,3.290043396378815,6
174,-2,-82.62349425659865,0.2052288879212081,6
174,-1,-83.9819208724679,0.465514700641482,5
174,0,-97.25500697536306,3.289855515758134,6
175,-2,-82.63546344840545,0.19000502949142287,7
